,x,x1
93,4.294483938130228,6310
94,0.7600642741360897,5730
95,1.3723299584488269,2579
96,4.298486779960944,946
97,0.8567709250050304,3915
98,1.117016179864715,6483
99,6.0851736400523215,6015
100,3.9628925037925744,4243
101,0.5349520413647879,7924
102,2.7157922032794204,9908
103,9.58051182172557,4665
104,8.494958955425405,5895
105,2.6440138836857296,6726
106,5.925148046716967,6831
107,8.47299353227202,2973
108,3.640140568599443,7406
109,9.895415602045576,7506
110,3.9277128277243256,4821
111,9.571325390170022,1422
112,9.510294724218568,7138
113,9.674059805405914,5261
114,1.1413585769029233,7740
115,8.105295696064536,1979
116,5.450813004578222,6788
117,9.012778550794138,7197
118,2.7096715769791677,4448
119,5.841271940604945,2800
120,7.6476252200097425,5798
121,9.18882095196529,5685
122,3.0895744511104875,6637
123,8.301909907447893,4868
124,2.363735946164116,8783
125,0.4926305217032889,9306
126,3.3500545867181106,7379
127,6.311627129215886,6539
128,7.663362309150629,9775
129,9.902169027926334,1539
130,0.539360806339555,9887
131,2.855077931690626,3420
132,4.974554275721845,1974
133,1.911301507038221,2229
134,0.9790530815522691,711
135,9.331613769660029,7360
136,9.416740340263082,4605
137,9.188896662201502,5490
138,1.064116470796529,9965
139,5.691227625755317,2878
140,3.482658136431348,4133
141,1.5850660371263126,478
142,5.8006522185307405,7589
143,6.234024288078829,2924
144,6.174342715243283,2444
145,4.616977272800597,9931
146,8.564057658861511,956
147,3.6582697660414496,2995
148,7.803726144825588,4010
149,5.817073943633158,6930
150,0.09170718881927664,4144
151,6.369707442698719,7425
152,8.89218589097577,3178
153,8.431388122712104,634
154,4.621031143172059,5897
155,2.21559469083998,7073
156,6.770787716726666,8426
157,8.397620839351713,9036
158,7.3397068327878205,9191
159,5.994666712556537,133
160,9.643889919643883,7995
161,3.078713255040099,4907
162,8.602468921373026,6058
163,8.641506227658587,3900
164,8.446811817956114,2047
165,5.844710177355416,4704
166,2.6630049094191763,616
167,0.4153529369539888,5319
168,0.5351058368728645,9117
169,0.5777866709203339,2311
170,5.91397921701128,7519
171,2.6164280396574613,2517
172,8.13591317588907,4065
173,0.2301233000327063,7045
174,3.2642765871320565,2330
175,6.526592499527104,6309
176,8.394508916040934,7876
177,8.05542238435484,7047
178,6.204275883928881,3173
179,4.641847343544292,3066
180,9.920955200704094,3949
181,2.2979286930922402,3046
182,7.953591765241424,1977
183,3.3282349634502886,2686
184,1.1139426393386487,8141
185,3.47049539469098,8549
186,6.432371975634112,1514
187,9.850987309990396,7486
188,5.877169715990517,475
189,3.279842328677055,8521
190,0.444140218166561,2637
191,3.6047398790394602,818
192,1.2684930779377357,1877
193,8.86951231341028,4707
194,5.996361278204593,4501
195,2.655697393342015,456
196,7.933799156001759,3164
197,2.031692678756032,8549
198,0.5796090783188113,1075
199,4.9288978067099105,8319
200,4.904996683040634,2455
201,0.08668534238832848,5872
202,7.171375205993248,7687
203,1.3382645011853733,7969
204,9.588462563935748,1825
205,2.231601353741145,2290
206,9.767032966786642,9320
207,3.99223028895066,5595
208,1.6800341392230744,6371
209,2.6056233243018054,1057
210,6.017342885236857,5273
211,9.01952977456714,590
212,5.469664622584082,7487
213,3.368831191396625,1192
214,5.06260055827936,4337
215,9.408728573791375,4101
216,9.127826671915036,877
217,1.3395405481272227,3833
218,6.047791280354989,552
219,3.046824757333683,5397
220,8.692701234864161,4292
221,3.8390927517921005,8977
222,6.522931451618453,7494
223,5.6794055100355925,6882
224,1.0002789630557007,2166
225,2.382468636392905,8483
226,0.033110539134750816,4321
227,2.764593632946266,6635
228,7.965088815527006,7469
229,0.6932416980986666,9484
230,5.180463402953986,6973
231,7.994517139526966,4394
232,7.9451331154888845,9688
233,6.4010075143709155,9224
234,0.6129964362369433,4258
235,8.747852462811988,496
236,2.383642310360891,2760
237,1.9335423394021534,5460
238,4.674388247218328,5731
239,8.880192052232607,6291
240,1.8734185886066634,5383
241,5.180527088894981,7003
242,8.267601490381923,4991
243,2.848061643088353,661
244,6.529890451135555,9064
245,2.7539695253735044,3259
246,0.1759119664391573,2498
247,5.258427791320587,852
248,6.106950367374822,9386
249,2.7500058503005684,5840
250,4.583585597565514,8812
251,9.317059918805617,5090
252,5.991930271328779,1651
253,9.971886713014827,3331
254,2.5330519606536175,352
255,3.0275047854715185,6007
256,0.333236539872237,1744
257,7.92275331133051,3784
258,7.434061645886932,3835
259,4.25058962470091,4244
260,5.844891790768694,1316
261,3.135277957418089,7662
262,7.6829800304362,5328
263,0.31185911746653194,8629
264,9.028499758807868,389
265,6.86277160988126,2650
266,6.944858186569234,9699
267,8.091569830931645,5979
268,5.668438699871837,9326
269,7.280558304175157,3197
270,2.74325317481678,5628
271,9.93808930280378,6378
272,0.262475041594733,9813
273,5.692019691673562,3830
274,8.644564711926378,9316
275,1.7239010419838263,1125
276,3.498954193792855,4821
277,1.0644268957924052,1262
278,7.192452265069993,3573
279,5.218636928066038,100
280,8.209387729367549,9364
281,3.3028209132874062,4760
282,6.907285125581307,3594
283,2.2791518272308475,6237
284,3.8995923725328474,4639
285,7.264343283208153,4843
286,2.5405985858368343,3968
287,0.4632949072806547,3188
288,1.768594584842652,1636
289,1.4766417247846542,3085
290,8.824720367008426,3605
291,0.19042158375396356,6544
292,9.589107170148644,3761
293,3.3912405175512195,5703
294,1.73781764573403,2048
295,2.8838339805276947,6628
296,4.378881349613243,1134
297,9.747349803501757,8100
298,8.626213073318548,5299
299,0.526745677757644,5634
300,5.755445091886438,1184
301,9.352694849990804,6198
302,4.004464822709378,2213
303,6.571757722429583,7888
304,3.826458543270107,8169
305,5.698138252627611,7040
306,9.684915766011974,4163
307,0.2943783676719436,5376
308,1.7142898765637238,7143
309,0.0779834379285338,157
310,6.390145914658943,4557
311,9.686263927846026,4619
312,9.20137188468411,8720
313,5.847365615522783,3208
314,3.118612606957818,9582
315,5.02369559813689,6627
316,3.002671177514001,6220
317,0.06145154237505723,3784
318,9.242723993244951,6030
319,2.496881795018362,3959
320,6.781026484419577,6319
321,5.44935638020653,4439
322,1.299898916040565,2396
323,5.363325727496172,2593
324,7.037585044182747,8105
325,6.680896279406023,5687
326,7.551325070207282,2519
327,8.397051275256132,985
328,9.347079226138376,6890
329,9.266304967809466,1657
330,4.433423735224445,5983
331,6.11943011253794,597
332,3.822311304431935,5919
333,1.962172645620226,9975
334,3.3455051486341003,1401
335,0.8679329284180126,9864
336,7.767935789441042,7741
337,7.123011762712976,1618
338,5.963131041839095,1904
339,3.1069615674252162,2345
340,5.904690569025789,583
341,7.567925086101701,8071
342,0.004359813910783661,125
343,3.1315449674328533,2258
344,3.1276487258455345,1370
345,1.8032303687355422,9845
346,5.8557653332388355,522
347,7.921568233713325,6467
348,4.258317406465311,1580
349,7.3574443106547776,6047
350,1.0063149223168466,6479
351,4.255933579722787,8163
352,9.371702511188776,987
353,2.5141899813537547,5202
354,4.360282254073164,4047
355,9.506388707217608,5012
356,2.022775886374574,6309
357,6.130924732890528,1114
358,5.1382808419376875,2742
359,6.452415035508264,2571
360,1.8691518802348395,3394
361,7.476419128923028,1778
362,3.4245258939304235,1945
363,1.0445782688333194,839
364,8.393474851097274,1408
365,3.629507870374602,2693
366,2.7966682790970054,5456
367,6.873370420627232,5509
368,1.6613258279475618,4602
369,2.1053672203383766,8029
370,1.5883295077850856,3852
371,8.740031375885168,7339
372,2.589934056751786,4699
373,4.397373054619487,4400
374,4.5764522558287695,6289
375,7.662519189218063,2238
376,6.839262191171081,6885
377,0.944770408692861,2610
378,9.603821859902933,7167
379,2.009199088029159,7942
380,3.4722700399902715,1806
381,2.342232565449176,6619
382,9.246660157950139,5991
383,6.400742224629132,2853
384,1.5164308403986348,8980
385,5.107241820852732,5442
386,3.471291938672887,6854
387,2.910684361373752,8657
388,1.2497141117507127,7065
389,0.18620299267240625,2073
390,8.924836448903186,645
391,2.7253409387939795,5335
392,1.5135017043158017,1900
393,9.614483216184476,7097
394,8.921262862875793,9040
395,5.336597861968727,4928
396,3.9251136866127965,3667
397,9.324476278004216,5102
398,3.4326527067347454,3228
399,9.224759410988884,3218
400,8.11665690063731,2656
401,5.294795485143596,8205
402,2.5394968604208246,4381
403,0.04379134475154145,3776
404,0.5794255560595463,7611
405,6.170638441952358,5528
406,6.468171654257232,6682
407,7.772733098435042,5438
408,1.811665819212751,8665
409,0.4515198046610991,6694
410,4.016478437608527,7242
411,9.918426747283672,2349
412,2.294451415769272,4539
413,7.31591023908347,410
414,9.61770303513876,6288
415,8.122889651495155,785
416,9.129542586720133,2760
417,9.24732223356039,2375
418,3.9230522820436575,8303
419,4.885559884639491,8641
420,5.615688430583496,8687
421,4.416037807728652,9069
422,4.086882100978697,643
423,6.342480813354799,3336
424,6.205739023419964,1390
425,7.45978266254596,9501
426,5.348272544198633,6227
427,9.53598917018898,393
428,1.4450780795567275,3912
429,2.7232884607949237,5139
430,2.610606813568305,6416
431,5.9878954730137846,3944
432,2.026809909185464,5653
433,3.300734728589745,8300
434,7.956023411748801,2318
435,6.919139724225531,7634
436,8.941430211927964,3624
437,9.042033376131563,4240
438,9.859561325684256,4048
439,4.9978213025955,8732
440,1.7113006234446837,9353
441,8.432408173402296,7928
442,2.369455655942152,9666
443,9.593090039898701,1994
444,7.949536123138524,5148
445,7.146038983012123,185
446,7.425238072019439,3336
447,2.598331609808733,8698
448,5.6014829992126955,3186
449,9.007900606885347,7349
450,1.6152463081197599,8218
451,2.141692562399945,2790
452,3.5072697478726877,8511
453,7.346352235365839,3255
454,3.2409906911406052,2223
455,0.28311636491726744,1328
456,5.8721330382769565,6425
457,1.324651006232318,2512
458,3.1976381488660968,5239
459,5.448525525158047,3635
460,2.097778206589278,8533
461,3.4153903672627406,2735
462,8.001745378179855,2926
463,6.596774208466114,6170
464,7.6884183494182725,7530
465,0.635006068652656,876
466,8.043689022164806,9187
467,5.438102737688888,5968
468,1.820680628623591,2382
469,0.5638787322376426,8710
470,5.855436414013488,7088
471,8.404096446271627,4557
472,8.25227397696972,2525
473,2.4484544331428615,7361
474,8.155330482971062,8236
475,3.310127957538925,8338
476,7.414374519111156,2367
477,4.542749999015029,5525
478,5.919552955426024,6305
479,4.684780496035216,9606
480,2.8744826588127914,9238
481,8.729537576808786,5164
482,7.111911377360693,8307
483,3.4765962284868515,8951
484,1.1695769085715702,6788
485,0.07117685383998262,7076
486,0.28797697162278424,7370
487,6.157864035145188,8715
488,3.933116356091154,5349
489,5.4963530293618765,8033
490,7.969522166789748,3425
491,9.12264706549551,9117
492,9.440119121916652,4947
493,5.910928412943958,6690
494,6.203025995242668,888
495,6.853479903304524,4048
496,9.840000684329503,7232
497,4.334921167717674,9843
498,8.971259820529072,5978
499,0.18255646769873235,4287
500,3.5193676915377727,6636
501,4.2579026204291885,2931
502,3.545756592885023,3157
503,1.6627937248423652,8781
504,8.89773721825155,9176
505,3.597233324375172,6628
506,2.9986648916571657,7528
507,6.316651270595761,4450
508,4.797345528022551,3235
509,6.902610393994387,871
510,9.765418196496114,7448
511,6.416203490740716,341
512,7.676084096291326,7242
513,1.9427865425464907,1060
514,5.011906017564853,5866
515,4.2398219952687946,9374
516,3.0494999747314355,3917
517,9.175092942233372,977
518,1.111686721112679,5180
519,0.8513544356123115,2788
520,1.4066125505345584,1315
521,9.139355527836724,6834
522,0.40543505576594696,5724
523,2.24128653366758,6300
524,8.921643301092399,3044
525,2.1584793660235135,990
526,5.44988995402317,5310
527,0.22616015645434695,3645
528,3.560406209015279,1137
529,0.0804553737682634,4670
530,9.451833009152676,8593
531,9.296128844911962,7905
532,9.137130848471173,9045
533,8.18983717741749,9092
534,7.4620213553327295,7491
535,6.605932189107565,543
536,6.477257562395572,9419
537,8.29854969708157,5013
538,9.78827402394804,3055
539,8.53302339819735,6102
540,9.136323849437167,29
541,5.614990467954475,866
542,7.6623145210140775,794
543,3.9228914309252705,8167
544,0.565642894149887,4942
545,1.405676190045515,3753
546,4.90689250861156,720
547,2.521152208915275,8931
548,9.796851616778104,6532
549,9.851494126129394,7523
550,1.3080436650132277,1484
551,4.123930788399805,4516
552,9.576552758341343,7589
553,5.739547918399277,1290
554,7.3492341275564605,3480
555,2.1533639916891554,8879
556,7.3784809559516695,4435
557,3.5939796398219395,7795
558,3.983273451263303,7954
559,8.454276854589503,9308
560,2.4102634838687607,1322
561,6.187018694040757,3897
562,5.0257531497633465,4353
563,7.309407524368496,1787
564,2.5944783689941078,4206
565,8.07873462091959,8734
566,3.3796034729481264,1043
567,1.2238882076202962,5753
568,6.636027872915741,3475
569,8.739187293341955,7824
570,0.402480892148519,7108
571,5.404827993193637,6277
572,5.862795102262343,4522
573,4.752569700241976,6757
574,9.962188580371425,7618
575,4.238374151587622,5899
576,9.507885043542704,8531
577,1.928308678234082,8844
578,2.9681626175058797,5726
579,7.693453173946522,7617
580,2.600149248655267,3648
581,1.3760268821179156,4743
582,9.086027139829195,4555
583,9.95820763893387,9264
584,5.084074856250345,2295
585,1.3569934903646375,5410
586,8.25071132556053,9562
587,4.890435197369091,2643
588,2.7280212498952894,1298
589,6.73747335640294,3023
590,6.857041438934157,4671
591,7.473100349068833,8595
592,4.855384479104381,8338
593,5.342115565464062,7827
594,3.3938039820581603,2649
595,0.5440237312955853,327
596,2.1638000105116784,1294
597,5.178085198268322,2538
598,5.86850419596785,9330
599,1.6004968404819875,4370
600,5.9871336010684075,398
601,7.812921706608133,9826
602,3.6963486235564904,7064
603,4.756657260414619,3243
604,7.500316080079667,6015
605,0.2631033432895402,7727
606,8.166491753379908,336
607,0.6998345423188279,7062
608,1.8499393601647596,8340
609,5.230852318575311,955
610,9.379518383936906,2779
611,6.0846754823937275,1550
612,8.645541220991854,9178
613,9.593511134542679,530
614,1.7002407295827027,9915
615,2.5821499861887043,7728
616,6.0335312276795285,5808
617,7.053215704682971,4814
618,3.8009221819231955,3365
619,9.461953502298163,6969
620,2.621450372127667,360
621,6.629959522767108,9829
622,3.749929997607632,8743
623,3.558815154055348,2471
624,9.317320410831044,6763
625,9.746339530161247,6396
626,6.923077067575268,669
627,9.324495063397828,9782
628,9.741309526598807,8607
629,4.224596331613077,9216
630,3.244313656968517,6101
631,2.2802210368614273,1585
632,5.769165401637907,3432
633,7.533245187561314,3631
634,2.240066596067052,2276
635,3.2978145563658225,9502
636,7.011362303854769,3600
637,5.04911892905085,4014
638,0.8134227890448054,3886
639,1.6358271956190595,9039
640,7.8612106780961994,3811
641,3.1306117224573313,8753
642,4.041024766302136,235
643,3.4699098008224674,4632
644,6.176735710203944,5264
645,4.667564138410207,7419
646,5.962649391861033,7685
647,6.802106322009918,6636
648,2.049994552720167,6234
649,9.808608351164388,3230
650,0.610139477959315,8004
651,1.116431952154171,1895
652,1.6745967879681611,1032
653,3.49024817388261,404
654,3.7820583832056123,5072
655,0.5923564558320427,8824
656,9.60056436074241,8072
657,0.5279753991451586,7002
658,5.657883723691269,1619
659,3.558737834773283,3634
660,0.5138335600696398,5610
661,1.5444998632586249,7463
662,5.935185812653736,8170
663,1.336403556507093,3901
664,0.7914723723388206,1264
665,0.7870529074876598,8669
666,7.752554238848549,1431
667,1.3366385229417677,5847
668,9.301245292233485,5625
669,8.066480084887267,8119
670,8.44289557491107,1410
671,2.8757893934441157,2314
672,3.3006525798707678,1826
673,5.284566016975173,5723
674,2.389481514185936,1580
675,5.498397435871941,1767
676,7.570299799917941,3035
677,1.3590644887749936,9468
678,9.870553663664847,6926
679,8.64526187113431,6999
680,3.2795367551653296,8540
681,9.971227553420132,7532
682,1.130267744360619,6450
683,4.323412792372423,6858
684,0.5903996386235788,9024
685,0.2545960127215052,2852
686,4.236620911060484,8970
687,4.036390069221538,7473
688,3.0727103795916824,2011
689,5.41100482747055,6006
690,6.398659373203586,5088
691,1.156372490501122,1961
692,3.9839134316549885,8863
693,3.7480900496903025,5590
694,0.6443250942666878,7349
695,8.222541920544785,5888
696,1.8288851674321316,4385
697,5.226422916315218,4412
698,4.1649688366481215,4839
699,7.57028024926882,2567
700,9.254073256942444,3827
701,0.9982618889396999,2546
702,0.4505920621703896,6774
703,1.78712917701353,8783
704,4.395858336249262,2837
705,5.258869530996528,1163
706,2.5475757335557114,960
707,8.737915225420805,8661
708,8.452439304948308,9886
709,8.983111255682555,6609
710,4.591545313631917,5065
711,4.459977752652801,3305
712,0.5256806981438533,1950
713,4.39223593407177,1482
714,8.274865790018735,5750
715,3.973430392155252,3528
716,0.9968622995995835,945
717,2.95465919777849,4143
718,6.200611410932501,5607
719,6.52709399135007,3204
720,0.18342464359558108,2119
721,3.9726701412056054,9666
722,0.990162245558327,6492
723,5.123891275712848,235
724,0.7484666878252355,5523
725,3.5328141341877783,4947
726,9.486378661474898,4917
727,9.284905127689187,3748
728,1.4491904332083216,1144
729,2.321421163432278,8294
730,8.141153935388413,2405
731,3.617336742195185,2467
732,3.245651507858549,4065
733,2.1789419890863937,4307
734,4.630213757117662,3243
735,5.250962511943172,5692
736,3.693991963493283,4249
737,1.8961424300345409,6410
738,2.9721413031918162,5762
739,0.5365830921747661,649
740,1.5670275544364698,6070
741,1.533920846581347,8962
742,0.5294460368541898,2018
743,5.54970765553045,7778
744,2.494270975285361,2126
745,1.1161801167209917,6309
746,5.133028344076416,59
747,5.716697302179178,23
748,0.5593082694999862,1028
749,9.170161535873472,2195
750,6.515298075690438,7756
751,7.902883922595941,4566
752,5.823069234196452,3597
753,3.925235442746539,121
754,6.634295072911954,9418
755,1.1118981699364872,6353
756,7.664429322748367,7152
757,4.052646572298983,1645
758,5.161008498204237,8928
759,0.639651549098621,6033
760,8.540787191684021,4737
761,1.7448439621575007,5281
762,7.770067980853412,2355
763,1.913500424845046,9398
764,6.039026094498324,8680
765,2.214525271202472,5081
766,9.875808454507483,4137
767,6.694957020660598,1703
768,0.10238343693683039,5331
769,9.306172826343834,4776
770,8.630565718110981,6604
771,4.711021911893317,2688
772,6.744109477950522,444
773,8.34017764719693,1836
774,1.889250764625826,3095
775,4.154583525766666,3963
776,7.6525871331646105,3219
777,1.8592016283401869,7062
778,1.2267700958383043,9498
779,0.4987402239259964,5980
780,6.571389888519566,603
781,1.4412172031641424,3626
782,8.244257389005304,4147
783,2.506772428211298,1840
784,4.952380281778824,3113
785,8.634252440591277,7217
786,2.9453574476184476,2987
787,3.769949857867542,2294
788,1.0375933667181592,1784
789,4.61001946623398,1492
790,8.219090015851151,6778
791,6.266854902070216,9492
792,4.071353436246073,8195
793,2.317002462289416,1623
794,2.3141137337964492,696
795,4.422457253238371,8528
796,3.587046530850828,6145
797,3.9399889161728874,5664
798,9.027402202301184,4953
799,5.5533459001097265,3623
800,3.1440249951869372,2853
801,0.26787369824644247,2944
802,9.787988797186777,5841
803,4.924155886132749,9640
804,8.170406433530502,2762
805,2.2997471597776475,3764
806,9.572976872978122,3251
807,4.704103248383804,56
808,8.930222779329709,8598
809,3.1920423313632007,6311
810,6.919075687886088,311
811,7.826424486516391,5689
812,6.81376179818141,2600
813,3.5221918987327094,5397
814,4.149125633951636,5803
815,5.302922709723211,6161
816,6.095996234282767,7666
817,7.6610844933178255,8815
818,0.8148341483501109,8314
819,6.882498681089766,5094
820,9.683213140069034,4668
821,4.348843683312636,5846
822,8.315837952771984,5513
823,7.261140562079106,6885
824,5.753250834051462,4530
825,1.184424669162386,3971
826,6.882727871299688,5305
827,1.5494299902098285,6475
828,7.506951675591437,4347
829,0.32485442330593917,7122
830,3.2036832479875654,5582
831,7.5774905466652145,7620
832,1.2260856254067543,4989
833,8.813654717415393,9415
834,0.6056843964707659,4577
835,7.888922224588449,3671
836,0.35929197722801454,2950
837,7.625014084429463,1730
838,7.85894348540455,5911
839,8.167527479725665,7741
840,3.4232871872193718,6682
841,7.945127915981712,2339
842,7.8373926518629276,8299
843,8.011096879830475,9407
844,9.394089860945902,5860
845,4.510120466716755,2093
846,2.5526493947076734,7176
847,9.355930638048747,5068
848,4.092693287992342,1939
849,6.663340387749576,8602
850,0.5942177850795394,7271
851,4.428341834255266,6407
852,2.776220643936318,7587
853,9.510762131426528,4581
854,5.515918941316819,675
855,9.831337344050237,2930
856,6.819855530300019,2675
857,2.041963341553755,7970
858,5.69345485863885,9689
859,0.33049907918534904,4102
860,9.580356768611972,8658
861,8.24561009364854,7888
862,2.0493856139699607,2869
863,9.690554269393614,3770
864,0.26863688955659826,8384
865,5.638174812786813,1250
866,6.822077220881835,7112
867,8.850591493162433,47
868,9.468789007035063,5427
869,2.606757591661105,5
870,2.575156868927327,3
871,5.195956711511581,7035
872,1.7287843583732276,7924
873,7.410267009220567,7837
874,5.564581870594011,1943
875,0.9786181410126271,1119
876,9.718869152244384,4601
877,5.773285407109153,9933
878,6.8809301215165855,1221
879,6.629200708784432,8028
880,3.0463951316388247,8902
881,6.756364038602802,4358
882,6.8750948306986075,5028
883,8.927008197121438,4650
884,4.4869196005809115,3198
885,2.7724054671029563,7224
886,8.971761241848155,202
887,6.533325599225618,5045
888,0.681988440763277,1120
889,8.723506943293717,3140
890,7.814574225893852,8009
891,5.13789773473616,4494
892,6.724510202701129,6825
893,1.1624546263499902,1059
894,1.5395357242044194,3844
895,7.501014986227299,1981
896,4.883663086877231,6376
897,6.040574924610143,1059
898,2.1986000211029513,4802
899,7.945625651736656,2090
900,6.348543571351995,9500
901,6.062133050540458,6679
902,8.632914090638042,4163
903,7.163567952989551,6667
904,6.8302445927072055,4635
905,0.4520753710944603,1660
906,8.798701383390947,6311
907,8.854707964805813,4168
908,6.501287449547446,3208
909,2.6215853562044633,7333
910,8.619516855887595,8976
911,8.856106624505278,9023
912,4.840787464557166,3398
913,7.536702391945049,8465
914,7.211976518095521,9318
915,9.26677531391146,4036
916,8.895025577849761,574
917,1.5604194123898574,3436
918,4.691566524659509,1272
919,6.096433178369439,1182
920,5.0129459851499085,4542
921,8.929668684976262,1232
922,2.407485690793311,7244
923,5.433963919891366,3945
924,5.20806234700787,955
925,1.259343100350483,6712
926,8.915784668927499,1909
927,2.066211555315217,7612
928,0.16513398940073198,2713
929,6.6395500379681,7782
930,2.1851346047978426,2913
931,9.447092213361652,8388
932,3.6177712236895143,6253
933,4.192933987497645,3985
934,4.389429186018772,6646
935,9.823530004090028,7266
936,2.4379513388801675,6372
937,2.250349060597711,4674
938,3.0175390304382366,1997
939,2.961855975700809,9748
940,3.6721516985037828,7882
941,0.49240291582146267,7276
942,7.140822343915268,7519
943,2.3870475444930674,2573
944,5.9302453767996255,4769
945,2.2717102319224844,5969
946,3.462390222949989,8957
947,4.237158382911482,2592
948,9.334008115129556,2491
949,2.1697096138967775,6181
950,5.031014653828678,4028
951,5.833941844790607,2461
952,5.219633004334212,9071
953,5.955249979251436,180
954,4.360149128596245,8746
955,5.497008205073381,5529
956,4.674680748947896,1367
957,8.73413598703128,8244
958,6.411460815932111,5626
959,5.361856239837934,8776
960,5.192949142462917,6675
961,1.6197506948319529,7145
962,3.5251202093682044,6995
963,5.064186693233924,375
964,7.371481426580098,2691
965,7.1252407897989665,5690
966,3.956215312213547,9247
967,6.357629119675382,704
968,4.122475913767873,3928
969,5.105540829654295,5699
970,6.353941572906616,2441
971,8.518040557953723,6122
972,7.001250908349781,5832
973,1.7568010925598065,2531
974,6.683665506688103,4777
975,7.17080020189425,5043
976,0.8637642563927295,8757
977,3.5746300809898113,4291
978,9.496119836574024,8779
979,2.3271427729150074,9825
980,6.662469683251352,8251
981,7.798164986364526,607
982,7.901251931594464,4070
983,5.999052604994757,8594
984,6.1846256510373285,876
985,6.104283667666008,6050
986,2.4845069339068724,2972
987,4.09835978561405,3586
988,8.348065327402638,3704
989,5.69968568036253,2188
990,2.2013560576209343,3673
991,8.896162661901721,6985
992,6.574606740053131,9104
993,3.1541708143572453,1941
994,3.2499801789361946,8127
995,1.7832155700940244,3152
996,2.157316204846078,6222
997,0.1209523898415954,1830
998,2.5554855647076247,3357
999,8.31269724539909,8062
1000,3.819790871052283,1410
1001,0.9459739702756942,1122
1002,9.582681616527188,6671
1003,8.888631550274683,6716
1004,7.1141881744356965,1544
1005,8.882839082479745,4296
1006,3.268573428028876,8068
1007,0.8534857269946328,9864
1008,3.041039520140737,1928
1009,7.9343936127414425,3468
1010,6.896483039124458,9226
1011,1.2976794327058583,5034
1012,7.801354318511393,8166
1013,8.150241298467739,1972
1014,6.3348288371628385,9381
1015,5.031151614816478,1209
1016,2.1368998545139295,1610
1017,6.167975035066817,3915
1018,9.749996279940929,9759
1019,9.77746280282688,3938
1020,3.1205153708638456,2410
1021,1.9828125161802412,2552
1022,7.284832415848386,2500
1023,7.312111549243429,5868
1024,1.9174804388463451,42
1025,3.337426500412264,2300
1026,8.798002709816808,8651
1027,8.488288844015065,4134
1028,4.55908469224395,9357
1029,3.357217141588488,634
1030,1.6082302071574195,3457
1031,5.3370963749451015,3921
1032,8.277233950863547,7883
1033,7.37132472599063,2653
1034,1.373876887382991,6875
1035,5.355283093291561,9803
1036,9.005217681207643,7877
1037,5.271628451871001,473
1038,0.47778450386537274,7558
1039,4.217262379358209,6519
1040,5.269772067640539,9925
1041,0.4951825072528271,988
1042,7.723180849565459,7147
1043,6.733754462796244,1561
1044,0.34984511170351285,8321
1045,5.894700148239639,2895
1046,4.328859050653586,7724
1047,6.170044891564003,5037
1048,6.870565060040352,1136
1049,9.54153366461629,4550
1050,7.405361872721703,2221
1051,2.6497635873862437,6945
1052,8.098649585212929,7393
